journal,volume,journal_code,year,ISSN,editors,areas
Theor. Comput. Sci.,593,Th593,2015,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,594,Th594,2015,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,595,Th595,2015,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,596,Th596,2015,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,597,Th597,2015,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,598,Th598,2015,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,599,Th599,2015,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,600,Th600,2015,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,601,Th601,2015,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,602,Th602,2015,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,603,Th603,2015,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,605,Th605,2015,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,606,Th606,2015,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,607,Th607,2015,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,608,Th608,2015,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,609,Th609,2016,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,610,Th610,2016,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,611,Th611,2016,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,612,Th612,2016,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,613,Th613,2016,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,614,Th614,2016,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,615,Th615,2016,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,616,Th616,2016,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,617,Th617,2016,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,619,Th619,2016,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,620,Th620,2016,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,621,Th621,2016,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,622,Th622,2016,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,623,Th623,2016,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,624,Th624,2016,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,625,Th625,2016,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,626,Th626,2016,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,627,Th627,2016,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,628,Th628,2016,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,629,Th629,2016,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,630,Th630,2016,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,631,Th631,2016,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,632,Th632,2016,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,633,Th633,2016,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,634,Th634,2016,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,635,Th635,2016,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,636,Th636,2016,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,637,Th637,2016,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,638,Th638,2016,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,639,Th639,2016,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,640,Th640,2016,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,641,Th641,2016,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,643,Th643,2016,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,644,Th644,2016,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,645,Th645,2016,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,647,Th647,2016,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,648,Th648,2016,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,650,Th650,2016,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,652,Th652,2016,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,653,Th653,2016,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,654,Th654,2016,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,655,Th655,2016,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,656,Th656,2016,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,657,Th657,2017,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,658,Th658,2017,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,660,Th660,2017,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,661,Th661,2017,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,662,Th662,2017,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,664,Th664,2017,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,665,Th665,2017,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,667,Th667,2017,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,669,Th669,2017,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,670,Th670,2017,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,671,Th671,2017,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,674,Th674,2017,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,675,Th675,2017,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,676,Th676,2017,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,677,Th677,2017,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,678,Th678,2017,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,679,Th679,2017,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,680,Th680,2017,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,681,Th681,2017,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,682,Th682,2017,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,684,Th684,2017,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,685,Th685,2017,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,687,Th687,2017,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,688,Th688,2017,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,689,Th689,2017,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,690,Th690,2017,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,691,Th691,2017,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,692,Th692,2017,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,694,Th694,2017,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,695,Th695,2017,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,696,Th696,2017,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,697,Th697,2017,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,698,Th698,2017,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,699,Th699,2017,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,700,Th700,2017,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,701,Th701,2017,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,702,Th702,2017,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,703,Th703,2017,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,704,Th704,2017,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,705,Th705,2018,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,706,Th706,2018,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,707,Th707,2018,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,708,Th708,2018,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,709,Th709,2018,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,710,Th710,2018,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,711,Th711,2018,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,712,Th712,2018,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,713,Th713,2018,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,714,Th714,2018,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,715,Th715,2018,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,716,Th716,2018,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,717,Th717,2018,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,718,Th718,2018,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,719,Th719,2018,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,720,Th720,2018,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,723,Th723,2018,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,724,Th724,2018,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,725,Th725,2018,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,726,Th726,2018,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,727,Th727,2018,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,729,Th729,2018,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,730,Th730,2018,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,731,Th731,2018,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,732,Th732,2018,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,733,Th733,2018,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,734,Th734,2018,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
